frame,x,y,visible
0,1510,531,1
1,1510,530,1
2,1510,530,1
3,1510,530,1
4,1511,530,1
5,1510,530,1
6,1510,530,1
7,1510,530,1
8,1178,923,1
9,1510,530,1
10,1510,530,1
11,1510,530,1
12,1510,530,1
13,1510,530,1
14,1510,530,1
15,1510,530,1
16,1510,530,1
17,1510,530,1
18,1510,530,1
19,1510,530,1
20,1510,530,1
21,1510,530,1
22,1510,530,1
23,1510,530,1
24,1510,530,1
25,1510,530,1
26,1510,530,1
27,1510,530,1
28,1510,530,1
29,1510,530,1
30,1510,530,1
31,1225,490,1
32,1225,489,1
33,813,1386,1
34,1236,448,1
35,1189,913,1
36,813,1386,1
37,813,1386,1
38,813,1386,1
39,813,1386,1
40,813,1386,1
41,813,1386,1
42,813,1386,1
43,813,1386,1
44,813,1386,1
45,813,1386,1
46,813,1386,1
47,813,1386,1
48,813,1386,1
49,813,1386,1
50,813,1386,1
51,813,1386,1
52,813,1386,1
53,813,1386,1
54,813,1386,1
55,813,1386,1
56,813,1386,1
57,813,1386,1
58,813,1386,1
59,813,1386,1
60,813,1386,1
61,1348,460,1
62,813,1386,1
63,813,1386,1
64,813,1386,1
65,813,1386,1
66,813,1386,1
67,813,1386,1
68,813,1386,1
69,813,1386,1
70,813,1386,1
71,813,1386,1
72,813,1386,1
73,813,1386,1
74,813,1386,1
75,813,1386,1
76,813,1386,1
77,813,1386,1
78,1237,843,1
79,813,1386,1
80,813,1386,1
81,813,1386,1
82,813,1386,1
83,813,1386,1
84,813,1386,1
85,813,1386,1
86,813,1386,1
87,813,1386,1
88,813,1386,1
89,813,1386,1
90,813,1386,1
91,813,1386,1
92,1297,351,1
93,1295,352,1
94,1295,352,1
95,1293,346,1
96,1293,346,1
97,1290,346,1
98,1290,346,1
99,1288,368,1
100,1288,368,1
101,1286,360,1
102,1286,360,1
103,1286,368,1
104,1286,368,1
105,1227,584,1
106,1227,584,1
107,1283,366,1
108,1283,366,1
109,1176,777,1
110,813,1386,1
111,813,1386,1
112,813,1386,1
113,813,1386,1
114,813,1386,1
115,813,1386,1
116,813,1386,1
117,813,1386,1
118,813,1386,1
119,813,1386,1
120,813,1386,1
121,813,1386,1
122,813,1386,1
123,813,1386,1
124,1178,621,1
125,1178,621,1
126,813,1386,1
127,813,1386,1
128,1510,531,1
129,1510,531,1
130,1510,531,1
131,1510,531,1
132,1117,479,1
133,1117,479,1
134,1114,477,1
135,1114,477,1
136,1100,668,1
137,1100,668,1
138,1226,625,1
139,1155,649,1
140,1084,673,1
141,1126,770,1
142,1126,770,1
143,1054,791,1
144,991,833,1
145,928,875,1
146,865,917,1
147,1128,617,1
148,1124,619,1
149,1061,457,1
150,997,593,1
151,1088,726,1
152,1088,726,1
153,1034,760,1
154,1010,768,1
155,986,777,1
156,963,785,1
157,939,793,1
158,-1,-1,0
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,1064,636,1
166,1064,636,1
167,1213,338,1
168,1059,636,1
169,1213,339,1
170,1213,339,1
171,1211,338,1
172,1211,338,1
173,1015,427,1
174,1011,426,1
175,1011,426,1
176,992,407,1
177,980,355,1
178,968,302,1
179,956,250,1
180,945,198,1
181,-1,-1,0
182,-1,-1,0
183,-1,-1,0
184,-1,-1,0
185,-1,-1,0
186,-1,-1,0
187,-1,-1,0
188,1157,362,1
189,1157,362,1
190,1160,321,1
191,1184,296,1
192,1207,271,1
193,1230,245,1
194,1241,418,1
195,1241,418,1
196,1241,413,1
197,1242,417,1
198,1242,417,1
199,1242,417,1
200,1242,417,1
201,999,550,1
202,999,550,1
203,998,549,1
204,998,549,1
205,981,414,1
206,981,414,1
207,1247,412,1
208,1247,412,1
