frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,1949,721,1
5,1949,721,1
6,1941,721,1
7,1940,720,1
8,1948,720,1
9,1948,720,1
10,1948,720,1
11,1034,1064,1
12,1030,1064,1
13,1013,1008,1
14,1301,919,1
15,1798,830,1
16,1786,829,1
17,1781,827,1
18,1470,905,1
19,1044,1018,1
20,1094,1017,1
21,1748,821,1
22,1391,935,1
23,1347,955,1
24,1303,975,1
25,1051,993,1
26,1123,862,1
27,1123,862,1
28,1082,884,1
29,1003,883,1
30,924,881,1
31,1071,907,1
32,990,905,1
33,938,908,1
34,885,911,1
35,833,914,1
36,781,917,1
37,1322,443,1
38,1322,443,1
39,1322,444,1
40,1308,412,1
41,1346,337,1
42,1383,262,1
43,1853,683,1
44,1853,683,1
45,1851,686,1
46,1851,690,1
47,1212,348,1
48,1835,686,1
49,1288,301,1
50,1326,225,1
51,1693,740,1
52,1691,736,1
53,1691,736,1
54,1795,661,1
55,1698,484,1
56,1793,485,1
57,1208,652,1
58,1369,634,1
59,1163,538,1
60,1109,628,1
61,1173,472,1
62,1174,469,1
63,1176,460,1
64,1179,456,1
65,1180,456,1
66,1182,457,1
67,1186,456,1
68,1187,458,1
69,1189,462,1
70,1189,462,1
71,1190,473,1
72,1192,475,1
73,1194,485,1
74,1110,605,1
75,1157,646,1
76,1109,599,1
77,1111,596,1
78,1560,792,1
79,1755,666,1
80,1113,587,1
81,1113,587,1
82,1748,666,1
83,1528,774,1
84,1114,572,1
85,1114,570,1
86,1114,570,1
87,1112,568,1
88,1062,620,1
89,991,635,1
90,1110,561,1
91,1109,557,1
92,1106,554,1
93,1105,553,1
94,1105,553,1
95,1103,550,1
96,1103,550,1
97,1101,548,1
98,1101,548,1
99,1016,574,1
100,967,573,1
101,917,571,1
102,868,570,1
103,1097,542,1
104,1097,542,1
105,1097,541,1
106,1097,541,1
107,1057,538,1
108,1049,531,1
109,1040,525,1
110,1267,428,1
111,1260,438,1
112,1260,438,1
113,1256,455,1
114,1730,618,1
115,1730,618,1
116,1714,610,1
117,1831,620,1
118,1244,889,1
119,1419,872,1
120,1238,566,1
121,1315,357,1
122,1311,351,1
123,1239,552,1
124,1239,552,1
125,1242,551,1
126,1297,694,1
127,1277,701,1
128,1257,707,1
129,1237,714,1
130,1252,550,1
131,1252,552,1
132,1254,564,1
133,1255,571,1
134,1256,580,1
135,1259,584,1
136,1318,415,1
137,1318,415,1
138,1224,333,1
139,1203,322,1
140,1180,258,1
141,1158,194,1
142,1268,589,1
143,1269,590,1
144,1269,589,1
145,1270,595,1
146,1272,598,1
147,1271,600,1
148,1274,601,1
149,1274,603,1
150,1275,603,1
151,1275,603,1
152,1251,535,1
153,1250,545,1
154,1209,355,1
155,1284,612,1
156,1284,613,1
157,1285,613,1
158,1285,613,1
159,1285,615,1
160,1286,615,1
161,1286,616,1
162,1287,617,1
163,1288,619,1
164,1288,618,1
165,1267,691,1
166,1316,393,1
167,1316,393,1
168,1315,393,1
169,1307,419,1
170,1317,401,1
171,1328,384,1
172,1339,367,1
173,1349,349,1
174,-1,-1,0
175,1300,628,1
176,1300,628,1
177,1301,630,1
178,1301,630,1
179,1302,631,1
180,1302,631,1
181,1303,631,1
182,1303,631,1
183,1304,632,1
184,1304,632,1
185,1305,632,1
186,1305,633,1
187,1307,634,1
188,1307,634,1
189,1314,637,1
190,1317,668,1
191,1321,698,1
192,1324,728,1
193,1328,759,1
194,-1,-1,0
195,-1,-1,0
196,-1,-1,0
197,-1,-1,0
198,-1,-1,0
199,-1,-1,0
200,-1,-1,0
201,-1,-1,0
202,-1,-1,0
203,-1,-1,0
204,-1,-1,0
205,-1,-1,0
206,1333,392,1
207,1333,392,1
208,1335,392,1
209,1335,392,1
210,1338,393,1
211,1338,393,1
212,1346,395,1
213,1346,395,1
214,1346,395,1
215,1346,395,1
216,1352,393,1
217,1352,393,1
218,1362,395,1
219,1362,395,1
220,1362,395,1
221,1362,395,1
222,1370,397,1
223,1370,397,1
224,1381,397,1
225,1820,680,1
226,1827,676,1
227,1827,676,1
228,1828,674,1
229,1829,673,1
230,1829,673,1
231,1826,673,1
232,1826,673,1
233,2006,242,1
234,2479,570,1
235,2480,570,1
236,1825,679,1
237,1409,392,1
238,1409,392,1
239,1411,392,1
240,1411,392,1
241,1411,393,1
242,1411,393,1
243,1412,393,1
244,1412,393,1
245,1413,393,1
246,1413,393,1
247,1412,393,1
248,1412,393,1
249,1413,392,1
250,1413,392,1
251,1412,393,1
252,1412,393,1
253,1412,393,1
254,1412,393,1
255,1412,392,1
256,1412,392,1
257,1413,392,1
258,1266,470,1
259,1266,470,1
260,1413,391,1
261,1413,391,1
262,1260,465,1
263,1260,465,1
264,1259,463,1
265,1259,463,1
266,1257,458,1
267,1257,458,1
268,1253,456,1
269,1253,456,1
270,1348,553,1
271,1348,553,1
272,1348,553,1
273,1413,389,1
