frame,x,y,visible
0,-1,-1,0
1,-1,-1,0
2,-1,-1,0
3,-1,-1,0
4,-1,-1,0
5,-1,-1,0
6,-1,-1,0
7,-1,-1,0
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,-1,-1,0
14,-1,-1,0
15,-1,-1,0
16,-1,-1,0
17,-1,-1,0
18,-1,-1,0
19,-1,-1,0
20,-1,-1,0
21,-1,-1,0
22,-1,-1,0
23,-1,-1,0
24,-1,-1,0
25,-1,-1,0
26,-1,-1,0
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,916,661,1
44,916,661,1
45,892,521,1
46,893,521,1
47,916,661,1
48,916,661,1
49,933,423,1
50,933,423,1
51,953,414,1
52,953,414,1
53,953,414,1
54,953,413,1
55,971,409,1
56,971,409,1
57,927,609,1
58,929,596,1
59,1009,418,1
60,1009,418,1
61,985,463,1
62,1002,420,1
63,1018,376,1
64,1035,332,1
65,1051,289,1
66,-1,-1,0
67,-1,-1,0
68,-1,-1,0
69,-1,-1,0
70,-1,-1,0
71,-1,-1,0
72,-1,-1,0
73,-1,-1,0
74,-1,-1,0
75,-1,-1,0
76,-1,-1,0
77,-1,-1,0
78,-1,-1,0
79,1156,685,1
80,1179,668,1
81,1213,691,1
82,1247,715,1
83,1281,739,1
84,1316,762,1
85,-1,-1,0
86,-1,-1,0
87,-1,-1,0
88,-1,-1,0
89,-1,-1,0
90,1721,592,1
91,1783,603,1
92,1884,599,1
93,1985,594,1
94,2086,590,1
95,1193,669,1
96,1195,706,1
97,1195,706,1
98,1197,698,1
99,1200,689,1
100,1200,689,1
101,1201,688,1
102,1202,689,1
103,1203,695,1
104,1205,706,1
105,1205,719,1
106,1205,719,1
107,1207,737,1
108,1208,755,1
109,1209,747,1
110,1211,746,1
111,1226,372,1
112,1228,375,1
113,1228,375,1
114,1217,760,1
115,1218,775,1
116,1220,776,1
117,1221,777,1
118,1221,781,1
119,1221,781,1
120,1224,791,1
121,1223,793,1
122,1225,794,1
123,1286,798,1
124,1224,806,1
125,1224,806,1
126,1225,805,1
127,1226,809,1
128,1188,838,1
129,1127,871,1
130,1066,904,1
131,1004,937,1
132,943,971,1
133,-1,-1,0
134,-1,-1,0
135,-1,-1,0
136,-1,-1,0
137,-1,-1,0
138,-1,-1,0
139,-1,-1,0
140,-1,-1,0
141,-1,-1,0
142,-1,-1,0
143,-1,-1,0
144,-1,-1,0
145,-1,-1,0
146,-1,-1,0
147,-1,-1,0
148,-1,-1,0
149,-1,-1,0
150,-1,-1,0
151,-1,-1,0
152,-1,-1,0
153,-1,-1,0
154,-1,-1,0
155,-1,-1,0
156,-1,-1,0
157,-1,-1,0
158,-1,-1,0
159,-1,-1,0
160,-1,-1,0
161,-1,-1,0
162,-1,-1,0
163,-1,-1,0
164,-1,-1,0
165,-1,-1,0
166,-1,-1,0
167,-1,-1,0
168,-1,-1,0
169,-1,-1,0
170,1136,808,1
171,1136,808,1
172,1089,828,1
173,1061,834,1
174,1032,839,1
175,1004,844,1
176,976,849,1
