frame,x,y,visible
0,1173,771,1
1,1160,771,1
2,1159,771,1
3,1173,771,1
4,1173,771,1
5,1173,771,1
6,1173,771,1
7,1173,771,1
8,-1,-1,0
9,-1,-1,0
10,-1,-1,0
11,-1,-1,0
12,-1,-1,0
13,1256,423,1
14,1245,467,1
15,1261,400,1
16,1277,333,1
17,1293,265,1
18,1309,198,1
19,-1,-1,0
20,-1,-1,0
21,1666,698,1
22,1706,665,1
23,1781,680,1
24,1857,696,1
25,1932,712,1
26,2007,727,1
27,-1,-1,0
28,-1,-1,0
29,-1,-1,0
30,-1,-1,0
31,-1,-1,0
32,-1,-1,0
33,-1,-1,0
34,-1,-1,0
35,-1,-1,0
36,-1,-1,0
37,-1,-1,0
38,-1,-1,0
39,-1,-1,0
40,-1,-1,0
41,-1,-1,0
42,-1,-1,0
43,-1,-1,0
44,-1,-1,0
45,-1,-1,0
46,-1,-1,0
47,-1,-1,0
48,-1,-1,0
49,-1,-1,0
50,1618,689,1
51,1665,701,1
52,1676,711,1
53,1211,339,1
54,1268,385,1
55,1195,328,1
56,1123,270,1
57,1154,453,1
58,1158,430,1
59,1176,415,1
60,1186,410,1
61,1189,406,1
62,1116,348,1
63,1056,317,1
64,996,285,1
65,936,254,1
66,876,222,1
67,-1,-1,0
68,1126,850,1
69,1242,426,1
70,1252,431,1
71,1256,442,1
72,1037,624,1
73,1032,629,1
74,1031,632,1
75,1032,632,1
76,1127,845,1
77,1500,658,1
78,1499,657,1
79,1497,653,1
80,1497,653,1
81,1482,653,1
82,1525,693,1
83,1577,480,1
84,1129,846,1
85,1784,488,1
86,1836,490,1
87,1127,846,1
88,1127,846,1
89,1127,846,1
90,1127,846,1
91,1127,846,1
92,1210,870,1
93,1129,846,1
94,1122,919,1
95,1235,554,1
96,1128,847,1
97,1222,557,1
98,1462,848,1
99,1462,848,1
100,1445,506,1
101,1461,849,1
102,1600,639,1
103,1603,635,1
104,1322,452,1
105,1222,649,1
106,1301,813,1
107,1301,813,1
108,1619,637,1
109,1619,637,1
110,1301,814,1
111,1301,814,1
112,1616,622,1
113,1616,622,1
114,1611,617,1
115,1611,617,1
116,1607,608,1
117,1607,608,1
118,1487,603,1
119,1547,578,1
120,1365,349,1
121,1365,349,1
122,1365,349,1
123,1365,349,1
124,1361,346,1
125,1361,346,1
126,1354,791,1
127,1354,791,1
128,1353,790,1
129,1353,790,1
130,1299,467,1
131,1397,323,1
132,1397,323,1
133,1370,323,1
134,1370,323,1
135,1399,323,1
136,1400,323,1
137,1392,323,1
138,1392,323,1
139,1341,466,1
140,1341,466,1
141,1341,466,1
142,1341,466,1
143,1341,466,1
144,1341,466,1
145,1341,466,1
146,1341,466,1
147,1342,466,1
148,1342,466,1
149,1341,467,1
150,1341,467,1
151,1342,466,1
152,1342,466,1
153,1342,465,1
154,1342,465,1
155,1341,465,1
156,1341,465,1
157,1306,478,1
158,1304,477,1
159,1304,477,1
160,1302,476,1
161,1302,476,1
162,1303,476,1
163,1303,476,1
164,1127,848,1
165,1127,848,1
166,1302,466,1
167,1302,466,1
168,1303,465,1
169,1257,311,1
170,1257,311,1
171,1304,461,1
172,1304,461,1
173,1304,461,1
174,1307,461,1
175,1307,460,1
176,1306,457,1
177,1126,847,1
178,1307,460,1
179,1307,460,1
180,1126,848,1
181,1308,461,1
182,1308,461,1
183,1308,460,1
184,1308,460,1
185,1126,849,1
186,1126,848,1
187,1316,458,1
188,1316,458,1
189,1317,458,1
190,1317,458,1
191,1319,461,1
192,1319,461,1
193,1324,456,1
194,1324,456,1
195,2182,89,1
196,2182,88,1
197,2182,88,1
198,2182,88,1
199,2185,86,1
200,2185,86,1
201,2185,87,1
202,1383,361,1
203,1383,361,1
204,1383,360,1
205,2185,87,1
206,1383,359,1
207,2185,87,1
208,1384,359,1
209,1384,359,1
210,1383,358,1
211,1383,358,1
212,1461,359,1
213,1489,291,1
214,1516,223,1
215,1544,155,1
216,1571,87,1
217,-1,-1,0
218,-1,-1,0
219,2185,86,1
220,2185,86,1
221,2185,86,1
222,2185,87,1
223,2185,87,1
224,2184,86,1
225,2184,86,1
226,2185,86,1
227,2185,86,1
228,2185,87,1
229,2185,87,1
230,2182,89,1
231,2185,87,1
232,2182,89,1
233,2185,87,1
234,2185,87,1
235,2185,87,1
236,2182,89,1
