frame,x,y,visible
0,132,92,1
1,132,92,1
2,132,92,1
3,937,1110,1
4,937,1110,1
5,937,1110,1
6,938,1091,1
7,938,1091,1
8,132,92,1
9,132,92,1
10,133,92,1
11,133,92,1
12,132,92,1
13,132,92,1
14,132,92,1
15,132,92,1
16,132,92,1
17,1599,655,1
18,1599,655,1
19,1599,655,1
20,1589,651,1
21,1589,651,1
22,1585,649,1
23,1585,649,1
24,1584,649,1
25,133,92,1
26,132,92,1
27,133,92,1
28,133,92,1
29,133,92,1
30,133,92,1
31,133,92,1
32,133,92,1
33,133,92,1
34,133,92,1
35,133,92,1
36,133,92,1
37,133,92,1
38,133,92,1
39,133,92,1
40,133,92,1
41,133,92,1
42,133,92,1
43,133,92,1
44,133,92,1
45,133,92,1
46,133,92,1
47,133,92,1
48,133,92,1
49,133,92,1
50,133,92,1
51,133,92,1
52,132,92,1
53,133,92,1
54,132,92,1
55,132,92,1
56,132,92,1
57,132,92,1
58,132,92,1
59,132,92,1
60,132,92,1
61,132,92,1
62,132,92,1
63,132,92,1
64,132,92,1
65,132,92,1
66,132,92,1
67,132,92,1
68,133,92,1
69,133,92,1
70,133,92,1
71,133,92,1
72,133,92,1
73,133,92,1
74,133,92,1
75,133,92,1
76,133,92,1
77,133,92,1
78,133,92,1
79,133,92,1
80,133,92,1
81,133,92,1
82,133,92,1
83,133,92,1
84,133,92,1
85,133,92,1
86,133,92,1
87,132,92,1
88,132,92,1
89,132,92,1
90,132,92,1
91,132,92,1
92,132,92,1
93,133,92,1
94,133,92,1
95,132,92,1
96,133,92,1
97,133,92,1
98,133,92,1
99,133,92,1
100,133,92,1
101,133,92,1
102,133,92,1
103,133,92,1
104,133,92,1
105,132,92,1
106,132,92,1
107,133,92,1
108,132,92,1
109,132,92,1
110,132,92,1
111,132,92,1
112,132,92,1
113,132,92,1
114,133,92,1
115,132,92,1
116,132,92,1
117,133,92,1
118,132,92,1
119,132,92,1
120,132,92,1
121,133,92,1
122,132,92,1
123,132,92,1
124,132,92,1
125,132,92,1
126,132,92,1
127,132,92,1
128,132,92,1
129,132,92,1
130,133,92,1
131,132,92,1
132,132,92,1
133,132,92,1
134,132,92,1
135,132,92,1
136,132,92,1
137,132,92,1
138,132,92,1
139,132,92,1
140,132,92,1
141,133,92,1
142,132,92,1
143,133,92,1
144,133,92,1
145,133,92,1
146,133,92,1
147,133,92,1
148,133,92,1
149,133,92,1
150,133,92,1
151,132,92,1
152,133,92,1
153,133,92,1
154,133,92,1
155,133,92,1
156,133,92,1
157,132,92,1
158,132,92,1
159,132,92,1
160,133,92,1
161,132,92,1
162,133,92,1
163,133,92,1
164,132,92,1
165,132,92,1
166,132,92,1
167,132,92,1
168,132,92,1
169,132,92,1
170,132,92,1
171,132,92,1
172,132,92,1
173,132,92,1
174,132,92,1
175,132,92,1
176,132,92,1
177,132,92,1
178,132,92,1
179,132,92,1
180,132,92,1
181,132,92,1
182,132,92,1
183,132,92,1
184,132,92,1
185,132,92,1
186,132,92,1
187,132,92,1
188,132,92,1
189,132,92,1
190,132,92,1
191,132,92,1
192,132,92,1
193,132,92,1
194,132,92,1
195,132,92,1
196,132,92,1
197,132,92,1
198,132,92,1
199,132,92,1
200,132,92,1
201,132,92,1
202,132,92,1
203,132,92,1
204,132,92,1
205,132,92,1
206,132,92,1
207,132,92,1
208,132,92,1
209,132,92,1
210,132,92,1
211,132,92,1
212,132,92,1
213,132,92,1
214,132,92,1
215,132,92,1
216,132,92,1
217,132,92,1
218,132,92,1
219,132,92,1
220,132,92,1
221,132,92,1
222,132,92,1
223,132,92,1
224,132,92,1
225,132,92,1
226,132,92,1
227,132,92,1
228,132,92,1
229,132,92,1
230,132,92,1
231,132,92,1
232,132,92,1
233,132,92,1
234,132,92,1
235,132,92,1
236,132,92,1
237,132,92,1
238,132,92,1
239,132,92,1
240,132,92,1
241,132,92,1
242,132,92,1
